"1462","1457 s carson st ste 102, Carson City, Nevada, 89701","Match","Exact","1457 S CARSON ST, CARSON CITY, NV, 89701","-119.766951887173,39.154644214952","199517899","L","32","510","000600","4013"
"1461","9820 s 71st plz ste 117, Papillion, Nebraska, 68133","No_Match"
"1460","3605 n 147th st ste 111, Omaha, Nebraska, 68116","Match","Exact","3605 N 147TH ST, OMAHA, NE, 68116","-96.143651082157,41.290865998029","650421950","R","31","055","007472","1000"
"1459","333 n saddle creek rd, Omaha, Nebraska, 68131","Match","Exact","333 N SADDLE CREEK RD, OMAHA, NE, 68131","-95.980388744825,41.261964500536","116983418","R","31","055","004900","5011"
"2306","303 memorial city ste 303, Houston, Texas, 77024","No_Match"
"1458","2717 s 177th st, Omaha, Nebraska, 68130","Match","Exact","2717 S 177TH ST, OMAHA, NE, 68130","-96.192241416226,41.233811729107","641510563","L","31","055","007451","1010"
"2305","2625 lousiana st ste k, Houston, Texas, 77006","Match","Non_Exact","2625 LOUISIANA ST, HOUSTON, TX, 77006","-95.376760822538,29.746731216369","96070892","L","48","201","410600","1015"
"1457","201 s 72nd st, Omaha, Nebraska, 68114","Match","Exact","201 S 72ND ST, OMAHA, NE, 68114","-96.02382157402,41.258853531796","640436702","L","31","055","004700","2032"
"2304","207 heights blvd, Houston, Texas, 77007","Match","Exact","207 HEIGHTS BLVD, HOUSTON, TX, 77007","-95.397437380183,29.774318415684","96631858","L","48","201","510600","2051"
"1456","13203 w center rd, Omaha, Nebraska, 68144","Match","Exact","13203 W CENTER RD, OMAHA, NE, 68144","-96.119591840015,41.23402946835","117000780","L","31","055","007409","2000"
"2303","2027 s shepherd dr ste a, Houston, Texas, 77019","Match","Non_Exact","2027 S SHEPHERD DR, HOUSTON, TX, 77019","-95.410604831495,29.74777351883","96062034","L","48","201","410401","2004"
"1455","6005 o st ste a, Lincoln, Nebraska, 68510","Match","Non_Exact","6005 O ST, LINCOLN, NE, 68510","-96.639419077255,40.813294396307","28297559","R","31","109","001301","1015"
"2302","15710 n fwy, Houston, Texas, 77090","No_Match"
